_id,property_type,room_type,bed_type,minimum_nights,maximum_nights,cancellation_policy,last_scraped,accommodates,bedrooms,beds,number_of_reviews,bathrooms,price,security_deposit,cleaning_fee,extra_people,guests_included,amenities_count,administrative_division,region,country,longitude,latitude,annual_availability,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,review_scores_rating,host_id,host_response_rate,host_total_listings_count,superhost,host_neighbourhood
10006546,House,Entire home/apt,Real Bed,2,30,moderate,2019-02-16,8,3,5,51,1,80.0,200.0,35.0,15,6,32,Porto,Grande Porto,Portugal,-8.61308,41.1413,239,9.0,9.0,10.0,10.0,10.0,9.0,89.0,51399391,100.0,3,False,
10009999,Apartment,Entire home/apt,Real Bed,2,1125,flexible,2019-02-11,4,1,2,0,1,317.0,0.0,187.0,0,1,15,Rio de Janeiro,Rio De Janeiro,Brazil,-43.23074991429229,-22.966253551739655,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1282196,0.0,1,False,Jardim Botânico
1001265,Condominium,Entire home/apt,Real Bed,3,365,Strict_14,2019-03-06,2,1,1,96,1,115.0,0.0,100.0,0,1,36,Honolulu,Hawaii,United States,-157.83919,21.28634,343,9.0,8.0,9.0,9.0,10.0,9.0,84.0,5448114,98.0,18,False,Waikiki
10021707,Apartment,Private room,Real Bed,14,1125,flexible,2019-03-06,1,1,1,1,1,40.0,0.0,94.0748,0,1,10,Brooklyn,New York,United States,-73.93615,40.69791,0,10.0,10.0,10.0,10.0,8.0,8.0,100.0,11275734,0.0,1,False,Bushwick
10030955,Apartment,Private room,Real Bed,1,1125,flexible,2019-02-11,2,1,1,0,2,601.25,625.0,197.5,0,1,16,Rio de Janeiro,Rio De Janeiro,Brazil,-43.205047082633435,-22.971950988341874,363,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,51496939,0.0,1,False,Lagoa
1003530,Apartment,Private room,Real Bed,12,360,Strict_14,2019-03-07,2,1,1,70,1,135.0,0.0,135.0,0,1,11,New York,New York,United States,-73.96523,40.79962,93,10.0,9.0,10.0,10.0,10.0,10.0,94.0,454250,100.0,3,True,
10038496,Apartment,Entire home/apt,Real Bed,3,75,Strict_14,2019-02-11,4,1,3,70,2,119.0,600.0,150.0,40,3,31,Rio de Janeiro,Rio De Janeiro,Brazil,-43.190849194463404,-22.984339360067814,118,10.0,10.0,10.0,10.0,10.0,10.0,98.0,51530266,100.0,2,True,Copacabana
10047964,House,Entire home/apt,Real Bed,2,1125,flexible,2019-02-18,6,2,6,1,1,527.0,0.0,197.5,-45,1,19,Kadıköy,Istanbul,Turkey,29.03133,40.98585,362,10.0,10.0,10.0,10.0,10.0,10.0,100.0,1241644,0.0,2,False,Moda
10051164,House,Private room,Real Bed,2,1125,Strict_14,2019-02-11,8,1,8,1,4,250.0,0.0,0.0,40,4,11,Rio de Janeiro,Rio De Janeiro,Brazil,-43.18015675229857,-22.92638234778768,296,10.0,6.0,8.0,8.0,8.0,8.0,80.0,51326285,80.0,5,False,Catete
10057447,Apartment,Entire home/apt,Real Bed,1,1125,flexible,2019-03-11,4,1,2,0,1,50.0,0.0,94.0748,31,1,17,Montréal,Quebec,Canada,-73.59111,45.51889,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,51612949,0.0,1,False,Mile End
10057826,Apartment,Entire home/apt,Real Bed,3,1125,Strict_14,2019-03-07,4,0,2,5,1,205.0,0.0,94.0748,0,1,23,Brooklyn,New York,United States,-73.94472,40.72778,243,9.0,10.0,10.0,8.0,9.0,9.0,88.0,47554473,100.0,13,False,Greenpoint
10059244,Apartment,Entire home/apt,Real Bed,2,1125,moderate,2019-03-11,2,0,1,0,1,43.0,0.0,94.0748,12,1,13,Montréal,Quebec,Canada,-73.54949,45.54548,32,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,7140229,100.0,1,False,
10059872,Apartment,Entire home/apt,Real Bed,4,20,flexible,2019-03-11,3,1,2,3,1,601.25,0.0,94.0748,0,1,10,Hong Kong,Hong Kong Island,Hong Kong,114.15027,22.28158,0,10.0,10.0,10.0,10.0,10.0,8.0,100.0,51624384,0.0,1,False,Soho
10066928,Apartment,Entire home/apt,Real Bed,1,1125,flexible,2019-03-11,6,3,3,0,1,140.0,0.0,94.0748,0,1,13,Montréal,Quebec,Canada,-73.57383,45.52233,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,9036477,0.0,2,False,Le Plateau
10069642,Apartment,Entire home/apt,Real Bed,15,20,Strict_14,2019-02-11,5,2,2,0,2,601.25,625.0,112.0,75,1,17,Rio de Janeiro,Rio De Janeiro,Brazil,-43.4311123147628,-23.00035792660916,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,51670240,0.0,1,False,
10082307,Apartment,Private room,Real Bed,1,1125,Strict_14,2019-03-11,2,1,1,0,1,361.0,0.0,94.0748,-126,2,12,Hong Kong,Hong Kong,Hong Kong,114.17158,22.30469,365,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,51289938,90.0,6,False,Jordan
10082422,Apartment,Private room,Real Bed,1,9,flexible,2019-03-08,2,1,2,0,1,50.0,100.0,10.0,0,1,10,Barcelona,Catalonia,Spain,2.16942,41.40082,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,30393403,0.0,1,False,Dreta de l'Eixample
10083468,Loft,Entire home/apt,Real Bed,2,1125,moderate,2019-02-16,2,1,1,178,1,30.0,0.0,10.0,0,1,32,Porto,Grande Porto,Portugal,-8.61123,41.15225,335,10.0,10.0,10.0,10.0,10.0,10.0,97.0,27518920,90.0,3,True,
10084023,Guesthouse,Private room,Futon,1,500,Strict_14,2019-03-11,1,1,1,81,1,181.0,0.0,50.0,100,1,17,Hong Kong ,Hong Kong,Hong Kong,114.1669,22.3314,220,10.0,8.0,10.0,10.0,10.0,10.0,92.0,51744313,100.0,2,False,Shek Kip Mei
10091713,Apartment,Entire home/apt,Real Bed,10,21,Strict_14,2019-03-07,2,0,1,64,1,181.0,300.0,50.0,0,1,18,Surry Hills,New South Wales,Australia,151.21554,-33.88029,0,10.0,9.0,10.0,10.0,10.0,9.0,95.0,13764143,0.0,1,False,Surry Hills
10092679,Apartment,Private room,Pull-out Sofa,2,1125,flexible,2019-02-18,2,1,1,27,1,58.0,0.0,0.0,60,1,26,Beyoğlu,Istanbul,Turkey,28.95825,41.03777,37,10.0,9.0,10.0,10.0,9.0,10.0,99.0,21331922,100.0,8,True,Taksim
10096773,Apartment,Entire home/apt,Real Bed,2,1125,flexible,2019-03-06,2,1,1,1,1,145.0,0.0,60.0,0,1,9,New York,New York,United States,-74.00074,40.74577,0,10.0,10.0,10.0,10.0,10.0,10.0,100.0,34607505,0.0,1,False,Chelsea
10108388,Apartment,Entire home/apt,Real Bed,2,30,moderate,2019-03-07,2,1,1,109,1,185.0,625.0,120.0,0,1,42,Darlinghurst,New South Wales,Australia,151.21346,-33.87603,265,10.0,10.0,10.0,10.0,10.0,10.0,100.0,16187044,100.0,1,True,Darlinghurst
10109896,House,Entire home/apt,Real Bed,2,1125,moderate,2019-03-07,2,1,1,0,2,250.0,400.0,150.0,0,1,17,Rozelle,New South Wales,Australia,151.17956,-33.86296,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,6517277,0.0,1,False,Lilyfield/Rozelle
10112159,Hostel,Private room,Real Bed,1,1125,moderate,2019-02-16,2,1,1,0,1,40.0,0.0,50.0,25,2,14,Porto,Grande Porto,Portugal,-8.60867,41.1543,359,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2649859,0.0,2,False,
10115921,Serviced apartment,Entire home/apt,Real Bed,1,1125,Strict_14,2019-02-18,4,2,4,3,1,601.25,0.0,94.0748,0,1,34,Şişli,Istanbul,Turkey,28.98713,41.04841,365,7.0,7.0,8.0,8.0,10.0,7.0,67.0,51471538,100.0,16,False,Şişli
10116256,Serviced apartment,Entire home/apt,Real Bed,1,1125,moderate,2019-02-18,6,2,5,0,2,601.25,0.0,94.0748,0,1,31,Şişli,Istanbul,Turkey,28.98818,41.04772,365,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,51471538,100.0,16,False,Şişli
10116578,Apartment,Entire home/apt,Real Bed,1,1125,flexible,2019-02-11,5,3,3,0,1,601.25,0.0,94.0748,0,1,13,Rio de Janeiro,Rio De Janeiro,Brazil,-43.1825954762751,-22.930541460367934,365,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,51915770,0.0,1,False,
10117617,Apartment,Entire home/apt,Real Bed,7,180,moderate,2019-02-16,2,1,1,12,1,40.0,250.0,15.0,0,2,18,Vila do Conde,Grande Porto,Portugal,-8.75383,41.3596,46,10.0,10.0,10.0,10.0,9.0,10.0,96.0,51920973,100.0,1,False,
10120414,Apartment,Entire home/apt,Real Bed,3,1125,flexible,2019-03-06,3,1,1,0,1,150.0,200.0,94.0748,0,1,16,New York,New York,United States,-73.98944,40.72063,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,33231070,0.0,1,False,
10133350,Apartment,Entire home/apt,Real Bed,2,7,Strict_14,2019-03-06,5,2,2,9,1,275.0,0.0,35.0,0,1,16,New York,New York,United States,-73.95854,40.7664,0,9.0,8.0,10.0,9.0,9.0,9.0,90.0,52004369,0.0,2,False,
10133554,Bed and breakfast,Private room,Real Bed,1,1125,moderate,2019-02-18,3,1,2,29,1,121.0,0.0,94.0748,0,1,19,Fatih ,Istanbul,Turkey,28.98009,41.0062,365,9.0,9.0,10.0,10.0,10.0,9.0,92.0,52004703,100.0,2,False,
10138784,Apartment,Private room,Real Bed,2,1125,Strict_14,2019-03-07,2,1,1,123,1,46.0,0.0,15.0,10,1,19,Queens,New York,United States,-73.88025,40.74953,365,10.0,10.0,10.0,10.0,9.0,10.0,99.0,52031360,100.0,1,True,Jackson Heights
10140368,Apartment,Private room,Real Bed,1,10,Strict_14,2019-03-07,2,1,1,239,1,45.0,0.0,94.0748,10,1,18,Queens,New York,United States,-73.82257,40.71485,34,10.0,10.0,10.0,10.0,9.0,10.0,95.0,1017772,100.0,1,True,Jamaica
10141950,Apartment,Entire home/apt,Real Bed,2,1125,moderate,2019-03-11,2,0,1,1,1,601.25,0.0,118.0,0,1,13,Hong Kong,Hong Kong Island,Hong Kong,114.15007,22.28422,0,10.0,10.0,10.0,10.0,10.0,10.0,100.0,11435086,0.0,1,False,Sheung Wan
10166883,Apartment,Entire home/apt,Real Bed,3,6,Strict_14,2019-03-06,9,3,4,22,1,180.0,199.0,59.0,19,4,28,New York,New York,United States,-73.93943,40.79805,0,10.0,9.0,10.0,10.0,9.0,9.0,95.0,35215309,0.0,1,False,East Harlem
10166986,Apartment,Entire home/apt,Real Bed,5,1125,Strict_14,2019-03-06,4,2,2,1,1,220.0,0.0,25.0,0,1,21,Brooklyn,New York,United States,-73.93869,40.71552,0,10.0,8.0,10.0,10.0,10.0,10.0,100.0,14461742,0.0,1,False,Williamsburg
1016739,House,Private room,Real Bed,3,365,Strict_14,2019-03-07,2,1,2,8,3,64.0,0.0,30.0,0,1,23,Coogee,New South Wales,Australia,151.25541,-33.92398,20,10.0,10.0,10.0,10.0,10.0,9.0,100.0,5595776,100.0,6,False,Coogee
10184012,Apartment,Entire home/apt,Real Bed,1,1125,flexible,2019-02-11,2,2,2,0,1,380.0,0.0,94.0748,0,1,11,Rio de Janeiro,Rio De Janeiro,Brazil,-43.24277868091869,-22.915009354482486,365,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,52299431,0.0,1,False,
10186755,Loft,Private room,Real Bed,1,1125,flexible,2019-02-18,2,1,2,0,1,185.0,0.0,94.0748,0,1,15,Istanbul,Istanbul,Turkey,29.03693,41.12452,365,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,52316085,0.0,1,False,
1019168,Apartment,Private room,Real Bed,2,120,Strict_14,2019-03-11,1,1,1,62,1,34.0,0.0,25.0,10,1,34,Montreal,Quebec,Canada,-73.58774,45.52028,0,10.0,9.0,10.0,10.0,10.0,10.0,98.0,39300,100.0,1,True,Mile End
10199760,Apartment,Entire home/apt,Real Bed,1,1125,flexible,2019-02-18,4,1,2,0,1,264.0,527.0,26.0,53,1,17,Zeytinburnu,Istanbul,Turkey,28.89964,40.99667,365,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,37417314,100.0,1,False,
10201975,Apartment,Entire home/apt,Real Bed,4,1125,Strict_14,2019-02-11,4,2,2,24,2,298.0,600.0,180.0,50,2,25,Rio de Janeiro,Rio De Janeiro,Brazil,-43.1998455458952,-22.980051683700506,174,9.0,10.0,10.0,10.0,10.0,9.0,92.0,2537111,92.0,13,True,Santa Teresa
10209136,Apartment,Private room,Real Bed,1,1125,flexible,2019-03-07,2,1,1,4,1,36.0,0.0,94.0748,20,2,10,Fairlight,New South Wales,Australia,151.26969,-33.79629,0,10.0,10.0,9.0,9.0,10.0,9.0,95.0,52453573,0.0,1,False,
10213499,Apartment,Entire home/apt,Real Bed,1,1125,moderate,2019-03-07,2,0,1,61,1,117.0,0.0,0.0,20,1,21,Narrabeen,New South Wales,Australia,151.29792,-33.71472,26,10.0,10.0,10.0,10.0,10.0,10.0,97.0,634664,100.0,1,True,
10215858,Apartment,Private room,Real Bed,1,500,Strict_14,2019-03-11,2,1,1,9,1,330.0,0.0,94.0748,0,1,11,Hong Kong,Hong Kong,Hong Kong,114.17034,22.31655,135,8.0,7.0,9.0,8.0,10.0,8.0,73.0,52473150,97.0,29,False,Mong Kok
10220130,Apartment,Entire home/apt,Real Bed,2,30,flexible,2019-02-11,6,3,3,0,3,601.25,0.0,197.5,-69,4,23,Rio de Janeiro,Rio De Janeiro,Brazil,-43.45296045334386,-23.008710784460312,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,31553171,0.0,1,False,Recreio dos Bandeirantes
1022200,Apartment,Entire home/apt,Real Bed,7,7,Strict_14,2019-03-06,6,2,3,1,2,135.0,200.0,94.0748,0,1,11,Kailua-Kona,Hawaii,United States,-155.96445,19.5702,196,10.0,8.0,10.0,10.0,10.0,10.0,100.0,3393610,0.0,1,False,Kailua/Kona
10227000,Condominium,Entire home/apt,Real Bed,1,1125,Strict_14,2019-03-06,4,1,2,1,1,499.0,0.0,99.0,0,1,31,Lahaina,Hawaii,United States,-156.68012,20.96996,365,10.0,10.0,10.0,8.0,10.0,10.0,100.0,12057949,91.0,472,False,Central Business District
10228731,Apartment,Private room,Real Bed,1,15,flexible,2019-02-11,1,1,1,1,2,149.0,0.0,30.0,0,1,6,Rio de Janeiro,Rio De Janeiro,Brazil,-43.247421907135774,-22.936203246553816,178,8.0,10.0,10.0,10.0,10.0,10.0,100.0,12673423,0.0,2,False,Tijuca
10233856,Apartment,Private room,Real Bed,1,500,Strict_14,2019-03-11,3,1,2,22,1,400.0,0.0,94.0748,0,1,11,Hong Kong,Hong Kong,Hong Kong,114.17073,22.31723,145,8.0,9.0,9.0,9.0,10.0,9.0,83.0,52473150,97.0,29,False,Mong Kok
10240767,Guesthouse,Private room,Real Bed,1,1125,moderate,2019-03-11,2,1,1,162,1,487.0,0.0,94.0748,0,1,38,Hong Kong,New Territories,Hong Kong,113.92823,22.27671,339,10.0,10.0,10.0,10.0,9.0,9.0,96.0,52491634,100.0,5,True,
10264100,Apartment,Entire home/apt,Real Bed,2,15,Strict_14,2019-02-11,6,2,5,8,2,601.25,500.0,150.0,20,4,31,Rio de Janeiro,Rio De Janeiro,Brazil,-43.17714541632985,-22.96270793328072,247,10.0,9.0,10.0,10.0,10.0,10.0,100.0,52772199,100.0,1,False,
10266175,Condominium,Entire home/apt,Pull-out Sofa,3,180,moderate,2019-03-06,4,1,2,32,1,95.0,0.0,130.0,0,1,25,Waianae,Hawaii,United States,-158.20291,21.4818,246,10.0,10.0,10.0,10.0,9.0,9.0,98.0,42868615,100.0,2,True,Waianae Coast
10267144,Apartment,Entire home/apt,Real Bed,1,1125,Strict_14,2019-02-11,3,1,1,29,1,601.25,625.0,112.0,112,3,25,Rio de Janeiro,Rio De Janeiro,Brazil,-43.20056249420509,-22.98034625363379,345,10.0,10.0,10.0,10.0,10.0,10.0,99.0,4428126,93.0,3,True,Ipanema
10269320,Apartment,Entire home/apt,Real Bed,2,1124,moderate,2019-02-16,2,0,1,225,1,31.0,200.0,10.0,0,1,19,Porto,Grande Porto,Portugal,-8.61205,41.14404,278,10.0,10.0,10.0,10.0,10.0,10.0,96.0,51724179,100.0,6,True,
10280433,Treehouse,Entire home/apt,Real Bed,2,30,Strict_14,2019-03-06,2,1,1,103,1,185.0,300.0,80.0,0,2,34,Volcano,Hawaii,United States,-155.21763,19.42151,165,10.0,10.0,10.0,10.0,10.0,10.0,99.0,52785887,100.0,1,True,
10295352,Apartment,Entire home/apt,Real Bed,1,1125,flexible,2019-02-11,6,3,4,0,3,601.25,0.0,94.0748,0,1,11,Rio de Janeiro,Rio De Janeiro,Brazil,-43.20465630892734,-22.983108745795256,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,52966539,0.0,1,False,
10299095,Apartment,Private room,Real Bed,4,1125,moderate,2019-02-11,1,1,1,1,1,71.0,0.0,20.0,0,1,12,Rio de Janeiro,Rio De Janeiro,Brazil,-43.17645081249057,-22.93848268819496,0,8.0,8.0,8.0,8.0,8.0,8.0,80.0,52988408,0.0,2,False,
102995,Apartment,Entire home/apt,Real Bed,21,30,moderate,2019-03-06,3,1,3,45,1,212.0,275.0,120.0,0,1,23,New York,New York,United States,-73.9696,40.78558,5,9.0,9.0,10.0,10.0,10.0,9.0,93.0,178043,95.0,4,False,The Castro
10306879,Apartment,Entire home/apt,Real Bed,10,90,flexible,2019-02-11,4,1,2,0,1,601.25,0.0,94.0748,0,1,18,Rio de Janeiro,Rio De Janeiro,Brazil,-43.36831676949888,-23.011117008024065,363,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,53027036,0.0,1,False,Barra da Tijuca
103161,Apartment,Entire home/apt,Real Bed,2,300,Strict_14,2019-03-07,2,1,2,117,1,175.0,300.0,90.0,44,2,32,Brooklyn,New York,United States,-73.96053,40.71577,363,10.0,10.0,10.0,10.0,10.0,9.0,96.0,465278,100.0,1,True,Williamsburg
10317142,House,Entire home/apt,Real Bed,3,1125,Strict_14,2019-03-06,14,4,10,32,4,601.25,625.0,197.5,0,1,18,Laie,Hawaii,United States,-157.91952,21.63549,229,10.0,9.0,10.0,10.0,10.0,10.0,94.0,53086419,50.0,1,False,Ko'olauloa
10324377,House,Private room,Real Bed,1,1125,moderate,2019-02-11,1,1,1,0,1,101.0,400.0,100.0,50,1,11,Rio de Janeiro,Rio De Janeiro,Brazil,-43.33496705036137,-22.948365490450556,357,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,53127432,100.0,7,False,
10332161,Apartment,Private room,Real Bed,3,1125,moderate,2019-03-06,1,1,1,2,1,35.0,0.0,94.0748,0,1,15,Bronx,New York,United States,-73.90052,40.85598,0,10.0,10.0,9.0,9.0,6.0,9.0,90.0,53169195,0.0,1,False,Tremont
10343118,Apartment,Entire home/apt,Real Bed,1,60,Strict_14,2019-03-11,4,1,2,145,1,601.25,625.0,197.5,-96,2,24,Hong Kong,Hong Kong,Hong Kong,114.17088,22.29663,170,10.0,10.0,10.0,10.0,10.0,9.0,94.0,2657469,98.0,17,False,Tsim Sha Tsui
10354347,Apartment,Private room,Real Bed,1,1125,flexible,2019-02-18,2,2,2,1,1,37.0,0.0,94.0748,0,1,23,Şişli,Istanbul,Turkey,29.06064,40.98837,365,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,53288729,100.0,1,False,
10359729,Apartment,Private room,Real Bed,1,1125,flexible,2019-02-18,4,1,2,0,1,105.0,0.0,94.0748,0,1,16,Istanbul,Istanbul,Turkey,29.05108,41.08835,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,53319251,0.0,1,False,
1036027,Apartment,Entire home/apt,Real Bed,3,1125,flexible,2019-02-16,8,4,8,71,2,100.0,0.0,94.0748,0,1,11,Porto,Grande Porto,Portugal,-8.60069,41.16246,264,9.0,9.0,10.0,10.0,9.0,9.0,88.0,3104922,100.0,3,False,Mercês
10373872,Apartment,Entire home/apt,Real Bed,30,365,Strict_14,2019-02-11,4,1,2,0,1,149.0,625.0,60.0,40,2,26,Rio de Janeiro,Rio De Janeiro,Brazil,-43.178886292069244,-22.931715899178695,316,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,15152328,100.0,7,True,Catete
1038163,Apartment,Entire home/apt,Real Bed,2,1125,Strict_14,2019-02-18,4,1,3,135,1,269.0,0.0,60.0,42,3,12,Istanbul,Istanbul,Turkey,28.98538,41.03326,317,9.0,9.0,10.0,10.0,10.0,9.0,91.0,5386341,100.0,10,False,Cihangir
10381879,Bed and breakfast,Private room,Real Bed,1,1125,Strict_14,2019-02-11,2,1,1,9,1,138.0,0.0,94.0748,70,2,8,Rio de Janeiro,Rio De Janeiro,Brazil,-43.3089745798612,-23.004633399469007,347,10.0,10.0,10.0,10.0,10.0,10.0,98.0,48463017,90.0,4,False,
10383490,Apartment,Private room,Real Bed,2,1125,Strict_14,2019-02-11,2,1,1,1,1,101.0,128.0,120.0,20,1,14,Rio de Janeiro,Rio De Janeiro,Brazil,-43.37035220190699,-22.91636184358952,365,10.0,10.0,10.0,10.0,10.0,10.0,100.0,3026612,0.0,2,False,
10392282,Bungalow,Entire home/apt,Real Bed,2,300,flexible,2019-03-06,2,0,1,99,1,100.0,250.0,80.0,20,1,22,Waialua,Hawaii,United States,-158.1602,21.57561,321,10.0,9.0,10.0,10.0,10.0,9.0,96.0,53507053,100.0,1,False,
10411341,Apartment,Entire home/apt,Real Bed,3,1125,Strict_14,2019-02-11,4,2,2,32,2,351.0,500.0,120.0,-12,4,28,Rio de Janeiro,Rio De Janeiro,Brazil,-43.20577175003696,-22.982557305257775,316,10.0,9.0,9.0,10.0,10.0,9.0,95.0,36696735,100.0,2,True,Barra da Tijuca
10415637,Bed and breakfast,Private room,Real Bed,1,1125,flexible,2019-02-11,2,1,1,11,1,112.0,0.0,0.0,0,2,11,Rio de Janeiro,Rio De Janeiro,Brazil,-43.353970672578306,-23.008991691724663,309,10.0,10.0,10.0,10.0,10.0,10.0,98.0,4765935,100.0,8,False,Barra da Tijuca
10416859,Guest suite,Entire home/apt,Real Bed,2,3,moderate,2019-03-07,5,1,4,104,1,45.0,136.0,50.0,25,2,50,Balgowlah,New South Wales,Australia,151.26108,-33.7975,0,10.0,9.0,10.0,10.0,10.0,10.0,96.0,4548918,0.0,1,False,Balgowlah
10423504,House,Entire home/apt,Real Bed,2,1125,Strict_14,2019-03-07,8,3,6,139,2,399.0,625.0,185.0,35,6,45,Bondi Beach,New South Wales,Australia,151.27448,-33.8872,0,10.0,10.0,10.0,10.0,10.0,9.0,96.0,2509326,100.0,5,False,North Bondi
1042446,Condominium,Entire home/apt,Real Bed,4,1125,Strict_14,2019-03-06,4,1,3,19,1,229.0,0.0,95.0,0,1,22,Kihei,Hawaii,United States,-156.46881,20.78621,228,10.0,9.0,10.0,10.0,10.0,9.0,94.0,5738969,100.0,1,False,Maui
10431455,Apartment,Entire home/apt,Real Bed,4,1125,flexible,2019-02-11,3,1,1,0,1,298.0,0.0,94.0748,0,1,19,Rio de Janeiro,Rio De Janeiro,Brazil,-43.177948896979196,-22.963149303022142,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,53729453,0.0,1,False,Copacabana
10448594,Apartment,Entire home/apt,Real Bed,5,1125,moderate,2019-02-16,4,1,2,13,1,80.0,500.0,30.0,0,1,26,Matosinhos,Grande Porto,Portugal,-8.68887,41.17544,27,10.0,10.0,10.0,10.0,10.0,10.0,95.0,53059934,100.0,1,False,
10449328,House,Entire home/apt,Real Bed,5,1125,flexible,2019-02-11,11,4,8,0,7,601.25,0.0,94.0748,0,1,19,Rio de Janeiro,Rio De Janeiro,Brazil,-43.27502007153333,-22.99391888061395,365,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,33687645,0.0,1,False,
10458796,Condominium,Private room,Real Bed,28,1125,Strict_14,2019-03-11,2,1,1,179,1,479.0,0.0,94.0748,-106,1,41,Mongkok,Hong Kong,Hong Kong,114.17094,22.32074,3,9.0,9.0,10.0,10.0,10.0,9.0,94.0,53247930,100.0,5,False,Mong Kok
10459480,House,Entire home/apt,Real Bed,5,1125,flexible,2019-03-07,6,4,4,0,4,601.25,0.0,94.0748,0,1,20,Greenwich,New South Wales,Australia,151.18563,-33.8289,365,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,45186586,100.0,1,False,Greenwich
1047087,Guesthouse,Entire home/apt,Real Bed,2,40,Strict_14,2019-03-07,2,1,1,146,1,129.0,0.0,60.0,0,1,22,Marrickville,New South Wales,Australia,151.15036,-33.90318,365,10.0,10.0,10.0,10.0,9.0,10.0,97.0,3251237,100.0,1,True,
10471178,Apartment,Private room,Real Bed,1,1125,flexible,2019-02-11,1,1,1,0,1,112.0,0.0,94.0748,0,1,12,Rio de Janeiro,Rio De Janeiro,Brazil,-43.17933175178738,-22.941321220162784,365,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,53957975,0.0,1,False,
10486984,Apartment,Entire home/apt,Real Bed,3,1125,moderate,2019-02-18,8,3,4,77,1,264.0,0.0,0.0,36,4,27,Beyoğlu,Istanbul,Turkey,28.97477,41.03735,326,9.0,9.0,10.0,10.0,9.0,9.0,94.0,22766460,100.0,1,False,
10487917,Apartment,Entire home/apt,Real Bed,1,1125,moderate,2019-02-16,2,0,1,31,1,29.0,0.0,10.0,0,2,30,Porto,Grande Porto,Portugal,-8.59275,41.1462,309,9.0,9.0,9.0,9.0,9.0,9.0,89.0,9320470,100.0,9,True,
10488837,Apartment,Private room,Real Bed,1,1125,flexible,2019-02-18,2,1,2,0,1,100.0,0.0,100.0,0,1,14,Beşiktaş,Istanbul,Turkey,29.02519,41.05197,365,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,53849209,0.0,1,False,Ortaköy
10519173,Condominium,Entire home/apt,Real Bed,2,1125,Strict_14,2019-02-11,6,2,5,18,2,351.0,0.0,94.0748,0,1,26,Rio de Janeiro,Rio De Janeiro,Brazil,-43.32231287289854,-23.009702689174244,172,10.0,10.0,10.0,10.0,10.0,9.0,95.0,54221119,88.0,1,False,Barra da Tijuca
10527212,Apartment,Private room,Real Bed,1,1125,Strict_14,2019-03-11,4,1,2,18,1,353.0,0.0,50.0,50,1,9,Sham Shui Po,Hong Kong,Hong Kong,114.16262,22.32733,365,8.0,7.0,8.0,7.0,8.0,8.0,71.0,16313394,0.0,28,False,Tai Kok Sui
10527243,Condominium,Entire home/apt,Real Bed,2,1125,moderate,2019-03-06,4,2,3,65,1,125.0,250.0,99.0,0,1,32,Hilo,Hawaii,United States,-155.09259,19.73108,65,10.0,10.0,10.0,10.0,10.0,10.0,96.0,54294012,100.0,1,True,Hilo
10542174,Apartment,Entire home/apt,Real Bed,3,30,Strict_14,2019-03-06,2,1,1,1,1,144.0,250.0,150.0,0,1,26,Brooklyn,New York,United States,-73.98102,40.69406,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,10099253,0.0,1,False,Downtown Brooklyn
10545725,Apartment,Private room,Real Bed,2,1125,flexible,2019-03-08,2,1,2,1,1,20.0,0.0,20.0,0,1,10,Barcelona,Catalonia,Spain,2.17963,41.40087,0,10.0,10.0,10.0,10.0,10.0,10.0,100.0,1929411,0.0,1,False,el Fort Pienc
