_id,property_type,room_type,bed_type,minimum_nights,maximum_nights,cancellation_policy,last_scraped,accommodates,bedrooms,beds,number_of_reviews,bathrooms,price,security_deposit,cleaning_fee,extra_people,guests_included,amenities_count,administrative_division,region,country,longitude,latitude,annual_availability,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,review_scores_rating,host_id,host_response_rate,host_total_listings_count,superhost,host_neighbourhood
16898275,Apartment,Entire home/apt,Real Bed,2,30,Strict_14,2019-03-07,4,2,2,61,1,146.0,0.0,50.0,40,3,16,Rose Bay,New South Wales,Australia,151.25774,-33.87589,153,10.0,9.0,10.0,10.0,10.0,9.0,93.0,105023404,100.0,2,False,Bellevue Hill
16914825,Apartment,Private room,Real Bed,2,30,Strict_14,2019-03-07,2,1,1,2,2,51.0,0.0,80.0,0,1,12,Redfern,New South Wales,Australia,151.21552,-33.89609,0,10.0,9.0,10.0,10.0,10.0,10.0,100.0,23005184,100.0,4,True,Redfern
16920079,Apartment,Entire home/apt,Real Bed,5,1125,moderate,2019-03-11,4,1,4,25,1,601.25,0.0,197.5,100,2,10,Hong Kong Island,New Territories,Hong Kong,114.15288,22.28166,0,10.0,8.0,10.0,10.0,10.0,9.0,90.0,113004157,100.0,1,False,
16923810,House,Entire home/apt,Real Bed,2,7,flexible,2019-02-18,2,2,1,0,2,142.0,0.0,94.0748,0,1,18,Beyoğlu,Istanbul,Turkey,28.97227,41.02618,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,15952720,0.0,1,False,
16928229,Apartment,Entire home/apt,Real Bed,2,1125,moderate,2019-02-16,3,1,2,40,1,50.0,0.0,15.0,0,1,17,Bagunte,Grande Porto,Portugal,-8.66405,41.37552,317,9.0,10.0,9.0,8.0,8.0,10.0,94.0,101018821,100.0,1,False,
16932496,Apartment,Entire home/apt,Real Bed,60,1125,Strict_14,2019-03-11,2,0,1,0,1,601.25,625.0,197.5,0,1,10,Hong Kong Island,New Territories,Hong Kong,114.15234,22.28427,277,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,14861546,100.0,92,False,Causeway Bay
16934315,Condominium,Entire home/apt,Real Bed,1,21,super_strict_30,2019-03-06,4,1,1,1,1,436.0,0.0,160.0,0,1,19,KOLOA,Hawaii,United States,-159.45807,21.87561,277,4.0,6.0,10.0,10.0,6.0,4.0,60.0,107979946,100.0,44,False,
16952227,Apartment,Entire home/apt,Real Bed,28,1125,Strict_14,2019-03-11,1,0,1,9,1,236.0,0.0,94.0748,0,1,16,Hong Kong,Hong Kong,Hong Kong,114.16681,22.30852,109,8.0,8.0,10.0,10.0,9.0,10.0,87.0,34642523,100.0,15,False,Tai Kok Sui
16964637,Villa,Private room,Real Bed,1,1125,Strict_14,2019-03-07,2,1,1,46,1,63.0,200.0,50.0,20,1,26,North Ryde,New South Wales,Australia,151.12489,-33.78763,139,10.0,9.0,10.0,9.0,9.0,9.0,95.0,112218629,100.0,5,False,
16971327,Apartment,Entire home/apt,Real Bed,2,6,moderate,2019-03-07,2,1,1,29,1,79.0,100.0,65.0,30,2,24,Brooklyn,New York,United States,-73.99516,40.66477,3,10.0,10.0,10.0,10.0,9.0,9.0,97.0,70206141,100.0,1,True,
16976284,Apartment,Entire home/apt,Real Bed,2,7,Strict_14,2019-03-11,2,0,1,87,1,60.0,0.0,0.0,0,1,26,Montréal,Quebec,Canada,-73.54099,45.57756,5,10.0,10.0,10.0,10.0,9.0,9.0,96.0,113585845,100.0,1,True,Mercier-Hochelaga-Maisonneuve
16978814,Apartment,Private room,Real Bed,5,1125,flexible,2019-03-07,2,1,1,1,1,71.0,0.0,94.0748,0,1,10,Bondi Beach,New South Wales,Australia,151.27372,-33.88521,0,10.0,10.0,10.0,10.0,10.0,10.0,100.0,13915771,100.0,3,False,North Bondi
16981802,Apartment,Entire home/apt,Real Bed,3,1125,moderate,2019-03-11,4,0,2,25,1,85.0,0.0,35.0,0,1,14,Montréal,Quebec,Canada,-73.56827,45.46637,40,9.0,9.0,10.0,9.0,10.0,9.0,91.0,34827647,70.0,2,False,Verdun
16982781,Apartment,Entire home/apt,Real Bed,30,365,Strict_14,2019-03-06,4,2,2,7,1,125.0,0.0,197.5,0,1,47,Honolulu,Hawaii,United States,-157.84062,21.28676,270,9.0,9.0,8.0,10.0,10.0,8.0,89.0,28407733,100.0,1,False,Waikiki
16987463,Apartment,Entire home/apt,Real Bed,6,28,moderate,2019-03-11,4,1,2,3,1,79.0,0.0,94.0748,0,1,15,Montréal,Quebec,Canada,-73.55421,45.51421,0,7.0,4.0,10.0,8.0,10.0,8.0,60.0,30347271,0.0,1,False,Downtown Montreal
16988190,Loft,Private room,Real Bed,7,14,Strict_14,2019-03-07,1,1,1,0,1,100.0,625.0,108.0,0,1,25,Redfern,New South Wales,Australia,151.19911,-33.89235,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3437247,100.0,4,False,Darlinghurst
17001994,Apartment,Entire home/apt,Real Bed,1,28,Strict_14,2019-03-11,6,2,3,126,2,601.25,0.0,197.5,-96,6,23,Hong Kong,Hong Kong Island,Hong Kong,114.17789,22.27669,148,10.0,9.0,10.0,10.0,10.0,10.0,96.0,113180787,100.0,2,True,Wan Chai
17013623,Apartment,Private room,Real Bed,3,61,moderate,2019-03-07,2,1,1,53,1,59.0,200.0,60.0,30,2,24,Brooklyn,New York,United States,-73.94368,40.72556,40,10.0,10.0,10.0,10.0,9.0,10.0,98.0,114071959,100.0,1,True,Greenpoint
170150,Apartment,Entire home/apt,Real Bed,4,1125,moderate,2019-02-18,5,2,4,74,1,264.0,527.0,94.0748,0,4,44,Istanbul,Istanbul,Turkey,29.06929,41.01694,293,10.0,10.0,10.0,10.0,10.0,10.0,98.0,810759,100.0,2,True,Üsküdar
17027324,Apartment,Entire home/apt,Real Bed,2,1125,flexible,2019-03-07,2,2,2,1,1,61.0,0.0,40.0,20,2,18,Vaucluse,New South Wales,Australia,151.28165,-33.86357,0,10.0,10.0,10.0,10.0,10.0,10.0,100.0,44385539,0.0,1,False,Vaucluse/Watsons Bay
17027421,House,Private room,Real Bed,3,100,Strict_14,2019-03-07,2,1,0,19,1,109.0,0.0,30.0,0,1,17,Bellevue Hill,New South Wales,Australia,151.26394,-33.88356,90,10.0,10.0,10.0,10.0,9.0,10.0,100.0,30176271,0.0,1,False,Bellevue Hill
17028088,Apartment,Entire home/apt,Real Bed,2,1125,Strict_14,2019-03-07,4,1,2,48,1,159.0,625.0,121.0,30,2,26,Randwick,New South Wales,Australia,151.23572,-33.90579,294,10.0,10.0,10.0,10.0,10.0,10.0,99.0,112783812,100.0,1,True,Randwick
17045341,Apartment,Private room,Real Bed,2,28,moderate,2019-03-07,2,1,1,10,1,85.0,0.0,25.0,15,1,29,Bronte,New South Wales,Australia,151.25894,-33.90539,4,10.0,10.0,10.0,10.0,9.0,10.0,96.0,17877379,100.0,1,False,
1704560,Apartment,Entire home/apt,Real Bed,4,1125,Strict_14,2019-03-07,5,1,1,169,1,120.0,0.0,100.0,25,1,23,New York,New York,United States,-73.99177,40.7189,135,10.0,10.0,10.0,10.0,10.0,10.0,97.0,5693756,90.0,1,True,Lower East Side
17048768,Apartment,Private room,Real Bed,2,1124,moderate,2019-03-06,2,1,1,125,1,58.0,100.0,30.0,30,1,58,Honolulu,Hawaii,United States,-157.82323,21.27904,281,10.0,9.0,10.0,10.0,10.0,10.0,94.0,16759150,100.0,3,True,Waikiki
17083946,Apartment,Private room,Real Bed,1,7,moderate,2019-03-08,2,1,1,46,1,19.0,100.0,5.0,7,1,21,Barcelona,Catalonia,Spain,2.1801,41.3926,142,10.0,10.0,10.0,10.0,10.0,9.0,94.0,87594395,98.0,2,True,el Fort Pienc
17093333,Guesthouse,Entire home/apt,Real Bed,3,1125,Strict_14,2019-03-06,3,1,1,85,1,120.0,0.0,50.0,25,2,46,Honolulu,Hawaii,United States,-157.85729,21.33344,101,10.0,10.0,10.0,10.0,10.0,10.0,99.0,30734887,100.0,1,True,Liliha/Kapalama
17103047,House,Private room,Real Bed,1,1125,flexible,2019-03-11,1,1,1,2,1,601.25,0.0,94.0748,0,1,2,Montreal,Quebec,Canada,-73.56126,45.65311,365,10.0,10.0,10.0,10.0,10.0,10.0,100.0,33041741,0.0,1,False,
17113453,Bed and breakfast,Entire home/apt,Real Bed,1,1125,flexible,2019-02-18,2,1,1,0,1,554.0,0.0,94.0748,0,1,18,Beyoğlu,Istanbul,Turkey,28.98169,41.03276,180,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,114940474,0.0,1,False,
17113625,Apartment,Private room,Real Bed,2,5,flexible,2019-03-07,2,1,1,4,1,70.0,0.0,94.0748,0,1,16,Redfern,New South Wales,Australia,151.21617,-33.8948,0,10.0,9.0,10.0,10.0,9.0,10.0,93.0,114941282,0.0,1,False,Redfern
17116430,Boutique hotel,Private room,Real Bed,1,1125,Strict_14,2019-03-11,2,1,1,19,1,298.0,0.0,102.0,0,1,23,Hong Kong,Hong Kong,Hong Kong,114.1696,22.3062,173,8.0,7.0,8.0,8.0,9.0,8.0,80.0,6110860,98.0,26,False,Mong Kok
17123939,Bed and breakfast,Private room,Real Bed,1,1125,moderate,2019-03-06,4,1,3,2,1,179.0,0.0,20.0,20,2,21,Volcano,Hawaii,United States,-155.2315,19.42714,296,10.0,8.0,10.0,10.0,10.0,8.0,100.0,229854,100.0,12,False,Island of Hawaiʻi
17124591,Apartment,Entire home/apt,Real Bed,4,1125,Strict_14,2019-02-11,4,2,2,45,1,149.0,0.0,150.0,80,2,47,Rio de Janeiro,Rio De Janeiro,Brazil,-43.177387273692474,-22.965127230450914,300,10.0,9.0,10.0,10.0,10.0,10.0,98.0,71738243,100.0,1,True,
17124786,Condominium,Entire home/apt,Real Bed,28,330,Strict_14,2019-03-06,2,1,1,27,1,69.0,0.0,197.5,0,1,33,Waianae,Hawaii,United States,-158.20228,21.45516,278,10.0,9.0,10.0,10.0,9.0,10.0,93.0,30249185,89.0,3,False,Waianae Coast
1712895,Apartment,Private room,Real Bed,2,1125,Strict_14,2019-03-06,1,1,1,48,1,85.0,0.0,20.0,10,1,16,New York,New York,United States,-73.98128,40.75263,0,9.0,9.0,9.0,9.0,10.0,9.0,93.0,4161915,67.0,1,False,Midtown East
17132840,House,Entire home/apt,Real Bed,3,1125,Strict_14,2019-03-11,6,3,3,11,1,229.0,500.0,60.0,0,1,21,Montréal,Quebec,Canada,-73.57912,45.52563,0,10.0,10.0,10.0,10.0,10.0,10.0,96.0,41753544,0.0,1,False,Le Plateau
17136808,Apartment,Entire home/apt,Real Bed,1,90,Strict_14,2019-03-06,2,1,2,10,1,120.0,100.0,120.0,30,1,38,Honolulu,Hawaii,United States,-157.80832,21.26924,192,9.0,9.0,10.0,9.0,9.0,9.0,89.0,113689260,100.0,6,False,Downtown
17140064,Apartment,Entire home/apt,Real Bed,3,1125,Strict_14,2019-03-07,7,2,3,2,1,350.0,500.0,150.0,50,3,40,North Bondi,New South Wales,Australia,151.28557,-33.8906,18,10.0,9.0,10.0,10.0,10.0,9.0,90.0,27924486,100.0,1,True,North Bondi
1714235,House,Entire home/apt,Real Bed,2,365,Strict_14,2019-03-07,8,3,6,60,2,500.0,625.0,197.5,0,1,10,Great Mackerel Beach,New South Wales,Australia,151.30139,-33.59329,351,10.0,10.0,10.0,10.0,10.0,9.0,98.0,9041452,100.0,1,True,
17142596,Apartment,Private room,Real Bed,1,1125,Strict_14,2019-03-11,2,1,1,82,1,502.0,0.0,50.0,50,1,53,Causeway Bay,Hong Kong Island,Hong Kong,114.1827,22.27967,0,9.0,9.0,10.0,10.0,10.0,9.0,88.0,34789479,95.0,20,False,Causeway Bay
17147561,Apartment,Private room,Real Bed,1,1125,flexible,2019-03-07,2,1,1,180,1,85.0,0.0,94.0748,20,1,19,New York,New York,United States,-73.98234,40.73109,225,10.0,8.0,10.0,10.0,10.0,10.0,91.0,51850937,100.0,3,False,East Village
17149906,Apartment,Entire home/apt,Real Bed,3,90,Strict_14,2019-02-11,4,1,1,3,1,250.0,0.0,94.0748,0,1,15,Rio de Janeiro,Rio De Janeiro,Brazil,-43.359283615635476,-22.97147838667731,0,8.0,8.0,10.0,9.0,8.0,9.0,80.0,64769511,30.0,2,False,
17155854,Apartment,Entire home/apt,Real Bed,2,1125,Strict_14,2019-03-06,4,0,2,36,1,120.0,200.0,130.0,10,3,38,Honolulu,Hawaii,United States,-157.82668,21.28129,323,10.0,9.0,10.0,10.0,10.0,9.0,90.0,2349948,100.0,40,False,Waikiki
17157863,Apartment,Private room,Real Bed,2,1120,Strict_14,2019-03-08,2,1,1,45,1,30.0,0.0,10.0,0,1,12,Barcelona,Catalonia,Spain,2.1918,41.39423,3,9.0,9.0,9.0,10.0,9.0,9.0,88.0,12617302,98.0,12,False,Dreta de l'Eixample
17161494,Apartment,Entire home/apt,Real Bed,3,1125,moderate,2019-03-11,2,1,1,27,1,601.25,625.0,197.5,50,1,27,Hong Kong,Hong Kong Island,Hong Kong,114.14154,22.28531,0,9.0,9.0,10.0,9.0,10.0,9.0,90.0,115437533,100.0,2,False,Sai Ying Pun
17164830,Loft,Entire home/apt,Real Bed,2,1125,flexible,2019-02-11,2,1,1,10,1,149.0,0.0,35.0,0,1,16,Rio de Janeiro,Rio De Janeiro,Brazil,-43.186237638042314,-22.92034085089729,84,10.0,9.0,10.0,10.0,10.0,9.0,96.0,115461510,90.0,2,False,Santa Teresa
17165509,House,Private room,Real Bed,1,1125,flexible,2019-02-11,1,1,1,0,2,149.0,0.0,94.0748,0,1,10,Rio de Janeiro,Rio De Janeiro,Brazil,-43.25762887864307,-22.92651347983792,179,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,110120956,0.0,1,False,Grajaú
17171298,Loft,Private room,Real Bed,1,14,flexible,2019-02-11,3,0,1,0,1,179.0,0.0,94.0748,0,1,12,Rio de Janeiro,Rio De Janeiro,Brazil,-43.244500352433974,-22.92780402745229,359,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,82488876,50.0,3,False,
17173473,House,Private room,Real Bed,1,1125,Strict_14,2019-03-07,2,1,2,99,1,30.0,100.0,10.0,20,1,25,Rego Park,New York,United States,-73.86017,40.7265,169,9.0,9.0,9.0,9.0,9.0,9.0,88.0,113558977,92.0,2,False,
17177726,Apartment,Entire home/apt,Real Bed,28,1125,Strict_14,2019-03-07,4,2,2,8,1,185.0,625.0,197.5,5,2,24,Brooklyn,New York,United States,-73.98671,40.68361,332,10.0,10.0,10.0,10.0,10.0,10.0,98.0,700224,100.0,6,True,Boerum Hill
1718606,Cabin,Private room,Real Bed,4,28,Strict_14,2019-03-07,2,1,1,175,1,70.0,200.0,30.0,10,1,24,Leichhardt,New South Wales,Australia,151.16088,-33.87968,0,10.0,9.0,10.0,10.0,9.0,10.0,92.0,9063883,0.0,2,True,Annandale/Leichhardt
17187219,Apartment,Private room,Real Bed,2,1125,flexible,2019-03-06,4,1,2,0,1,53.0,0.0,94.0748,0,1,17,Brooklyn,New York,United States,-73.95848,40.65221,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,115543091,0.0,1,False,Flatbush
17190384,Apartment,Private room,Real Bed,40,1125,Strict_14,2019-03-07,1,1,1,14,1,80.0,100.0,80.0,20,1,24,New York,New York,United States,-74.00602,40.72871,212,10.0,9.0,10.0,10.0,10.0,10.0,96.0,111020505,92.0,6,False,Downtown
17191406,Condominium,Entire home/apt,Real Bed,4,21,Strict_14,2019-03-06,3,1,1,60,1,125.0,250.0,98.0,10,2,38,Lahaina,Hawaii,United States,-156.66475,20.99009,86,10.0,9.0,10.0,10.0,10.0,10.0,97.0,31528940,100.0,1,True,
17198000,Apartment,Entire home/apt,Real Bed,10,30,flexible,2019-02-18,2,1,2,0,1,105.0,0.0,94.0748,0,1,11,Şişli,Istanbul,Turkey,28.98598,41.0619,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,115782099,0.0,1,False,
1719942,House,Private room,Pull-out Sofa,2,1125,moderate,2019-02-16,2,1,1,59,1,35.0,0.0,20.0,0,1,38,Porto,Grande Porto,Portugal,-8.58926,41.15543,359,10.0,10.0,10.0,10.0,9.0,10.0,99.0,9070329,0.0,1,False,
17205085,Apartment,Private room,Real Bed,1,1125,moderate,2019-03-08,2,1,1,0,1,60.0,0.0,30.0,0,1,13,Barcelona,Catalonia,Spain,2.15199,41.379,179,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,8275343,0.0,1,False,
1720909,Apartment,Entire home/apt,Real Bed,2,30,Strict_14,2019-03-08,10,5,7,55,3,494.0,400.0,150.0,50,2,33,Barcelona,Catalonia,Spain,2.17427,41.3953,357,10.0,10.0,10.0,10.0,10.0,9.0,94.0,2366949,98.0,19,False,L'Antiga Esquerra de l'Eixample
17211545,Apartment,Private room,Real Bed,5,1125,flexible,2019-03-07,1,1,1,0,1,151.0,200.0,94.0748,0,1,13,Paddington,New South Wales,Australia,151.23079,-33.88789,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,18168051,0.0,1,False,Paddington
17223695,Apartment,Entire home/apt,Real Bed,3,1125,Strict_14,2019-03-07,6,3,4,66,2,449.0,500.0,195.0,50,6,25,Manly,New South Wales,Australia,151.29014,-33.79971,250,10.0,10.0,10.0,10.0,10.0,10.0,99.0,51197872,100.0,4,True,Mosman
17230426,Serviced apartment,Entire home/apt,Real Bed,1,31,Strict_14,2019-02-11,4,1,1,2,1,601.25,625.0,160.0,100,2,24,Rio de Janeiro,Rio De Janeiro,Brazil,-43.21778416058226,-22.983816116800234,89,10.0,10.0,10.0,10.0,10.0,10.0,100.0,22713969,100.0,20,False,Flamengo
17251176,House,Private room,Real Bed,1,1125,Strict_14,2019-02-11,2,1,1,0,1,179.0,0.0,0.0,40,1,10,Rio de Janeiro,Rio De Janeiro,Brazil,-43.27850583750903,-22.901822681908264,351,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,14638069,33.0,5,False,Méier
17252454,Guesthouse,Entire home/apt,Real Bed,1,1125,Strict_14,2019-03-06,4,1,1,36,1,59.0,0.0,50.0,10,2,30,Keaau,Hawaii,United States,-154.93676,19.58918,314,10.0,10.0,10.0,10.0,10.0,10.0,99.0,23696897,100.0,1,True,Island of Hawaiʻi
17254547,Apartment,Private room,Real Bed,2,1125,Strict_14,2019-02-11,2,1,1,40,2,261.0,0.0,94.0748,0,1,21,Rio de Janeiro,Rio De Janeiro,Brazil,-43.17431210427382,-22.962354805257558,79,10.0,10.0,10.0,10.0,10.0,10.0,100.0,71074381,50.0,1,False,Copacabana
1726242,Apartment,Entire home/apt,Real Bed,1,60,moderate,2019-02-16,2,0,2,308,1,25.0,0.0,20.0,15,1,26,Porto,Grande Porto,Portugal,-8.61344,41.14459,312,10.0,9.0,10.0,10.0,10.0,9.0,93.0,12897618,100.0,14,False,
17262709,Apartment,Entire home/apt,Real Bed,1,1125,Strict_14,2019-03-11,5,2,3,97,1,601.25,625.0,128.0,-76,3,19,Hong Kong,Hong Kong,Hong Kong,114.17455,22.2993,0,10.0,10.0,10.0,10.0,10.0,9.0,96.0,19569224,100.0,18,False,Tsim Sha Tsui
17263207,Townhouse,Private room,Real Bed,1,1125,moderate,2019-03-07,8,1,2,18,1,49.0,200.0,25.0,35,1,29,Brooklyn,New York,United States,-73.97382,40.60877,356,10.0,10.0,10.0,10.0,9.0,10.0,98.0,2787,100.0,6,False,Gravesend
17263550,Guesthouse,Private room,Real Bed,2,1125,Strict_14,2019-03-07,2,1,1,62,2,58.0,0.0,25.0,50,2,10,New York,New York,United States,-73.95151,40.80754,256,10.0,10.0,10.0,10.0,10.0,10.0,95.0,3236595,100.0,4,False,Harlem
17272987,Apartment,Entire home/apt,Real Bed,3,1125,flexible,2019-03-08,2,1,1,4,2,150.0,0.0,94.0748,0,1,16,Barcelona,Catalonia,Spain,2.16747,41.40354,18,10.0,9.0,10.0,10.0,9.0,10.0,100.0,1004021,100.0,1,False,
17278827,House,Entire home/apt,Real Bed,2,1125,flexible,2019-02-11,6,2,2,0,2,280.0,0.0,150.0,50,1,13,Buzios,Rio De Janeiro,Brazil,-43.17497935352334,-22.918787016235836,361,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,84483080,100.0,1,False,
17283071,Apartment,Entire home/apt,Real Bed,3,1125,Strict_14,2019-03-07,5,2,2,66,1,285.0,150.0,125.0,35,4,19,New York,New York,United States,-73.9855,40.72254,118,9.0,9.0,10.0,10.0,10.0,9.0,90.0,103740027,100.0,1,False,Alphabet City
17292188,Townhouse,Private room,Real Bed,3,1125,moderate,2019-03-11,1,1,1,12,1,377.0,0.0,0.0,100,1,15,西貢,New Territories,Hong Kong,114.24231,22.35633,283,10.0,10.0,10.0,10.0,8.0,9.0,96.0,26676244,0.0,2,False,
17296538,Apartment,Entire home/apt,Real Bed,2,360,flexible,2019-03-08,7,3,4,8,2,108.0,300.0,85.0,20,4,14,Barcelona,Catalonia,Spain,2.17724,41.40955,251,9.0,10.0,10.0,9.0,9.0,9.0,85.0,2439400,91.0,49,False,La Sagrada Família
17298388,Guest suite,Private room,Real Bed,2,1125,flexible,2019-02-16,2,1,1,94,1,21.0,100.0,0.0,11,1,12,Porto,Grande Porto,Portugal,-8.6112,41.14615,212,9.0,9.0,9.0,9.0,10.0,9.0,90.0,114317711,100.0,7,False,
17301277,Apartment,Entire home/apt,Real Bed,3,61,Strict_14,2019-03-11,12,6,6,5,1,180.0,625.0,120.0,25,6,28,Montréal,Quebec,Canada,-73.59153,45.52026,118,9.0,8.0,10.0,10.0,10.0,9.0,84.0,961586,99.0,44,False,Le Plateau
17302836,Apartment,Private room,Real Bed,2,1125,Strict_14,2019-03-06,2,1,1,2,1,95.0,250.0,30.0,50,1,16,New York,New York,United States,-73.95965,40.76875,0,10.0,10.0,9.0,10.0,10.0,10.0,100.0,4428742,0.0,1,False,Upper East Side
17305490,Apartment,Entire home/apt,Real Bed,14,28,Strict_14,2019-03-07,2,1,1,10,1,150.0,200.0,75.0,20,1,27,Queens,New York,United States,-73.9314,40.76752,66,10.0,9.0,10.0,10.0,9.0,10.0,96.0,4680813,50.0,1,False,Astoria
17310577,Bed and breakfast,Private room,Real Bed,3,5,flexible,2019-02-11,4,2,4,0,1,295.0,0.0,94.0748,0,1,16,Rio de Janeiro,Rio De Janeiro,Brazil,-43.310834130410186,-22.98728343548051,180,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,105546372,33.0,1,False,
17311213,Loft,Private room,Real Bed,3,8,Strict_14,2019-03-07,1,1,1,147,1,70.0,300.0,8.0,0,1,29,Brooklyn,New York,United States,-73.92351,40.69652,122,10.0,10.0,10.0,10.0,9.0,10.0,97.0,1432946,100.0,3,True,Bushwick
1731242,Apartment,Entire home/apt,Real Bed,4,8,Strict_14,2019-02-16,2,1,1,36,1,100.0,0.0,94.0748,0,1,20,Porto,Grande Porto,Portugal,-8.59347,41.15075,358,9.0,10.0,10.0,10.0,8.0,9.0,93.0,9121118,0.0,1,False,
1731365,Apartment,Entire home/apt,Real Bed,3,1125,Strict_14,2019-03-07,7,2,3,67,2,439.0,500.0,180.0,40,4,49,New York,New York,United States,-73.96683,40.79086,175,10.0,9.0,10.0,10.0,10.0,9.0,96.0,7379093,100.0,2,True,Upper West Side
17319360,Guest suite,Entire home/apt,Real Bed,1,15,Strict_14,2019-03-07,4,1,3,22,1,90.0,300.0,78.0,20,4,23,Queens,New York,United States,-73.78707,40.74227,365,9.0,9.0,10.0,9.0,9.0,8.0,85.0,42814202,100.0,6,False,Woodside
17319927,Apartment,Entire home/apt,Real Bed,5,1124,Strict_14,2019-03-07,6,2,3,14,1,260.0,625.0,180.0,40,4,40,Bondi Beach,New South Wales,Australia,151.26711,-33.88795,1,10.0,10.0,10.0,10.0,10.0,10.0,99.0,29252180,0.0,1,False,Bondi Beach
17326116,Apartment,Entire home/apt,Real Bed,4,9,Strict_14,2019-03-06,2,0,1,32,1,175.0,0.0,25.0,0,1,17,New York,New York,United States,-73.98159,40.72713,0,10.0,10.0,10.0,10.0,10.0,10.0,98.0,63771415,100.0,1,True,Alphabet City
17329309,Apartment,Entire home/apt,Real Bed,1,1125,Strict_14,2019-03-11,3,0,2,50,1,50.0,0.0,28.0,20,2,12,Montréal,Quebec,Canada,-73.61084,45.55447,12,10.0,10.0,10.0,10.0,9.0,10.0,96.0,43667855,100.0,1,False,Villeray-Saint-Michel-Parc-Extension
17342261,Apartment,Entire home/apt,Real Bed,32,365,Strict_14,2019-03-07,3,1,1,5,1,100.0,625.0,125.0,0,1,22,New York,New York,United States,-73.99703,40.71976,352,10.0,8.0,10.0,10.0,8.0,8.0,90.0,76192815,88.0,5,False,Chinatown
17344027,Apartment,Private room,Real Bed,5,365,Strict_14,2019-03-07,2,1,1,61,1,103.0,100.0,0.0,20,1,31,New York,New York,United States,-74.00139,40.74462,209,10.0,10.0,10.0,10.0,10.0,10.0,96.0,42024722,100.0,3,True,Chelsea
17349393,Apartment,Private room,Real Bed,2,1125,moderate,2019-03-07,2,1,1,0,1,601.25,0.0,62.0,0,1,16,Rockdale,New South Wales,Australia,151.13905,-33.95362,89,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,72623748,0.0,2,False,
17357333,Apartment,Private room,Real Bed,20,22,moderate,2019-03-07,2,1,1,0,1,85.0,140.0,30.0,0,1,16,Milsons Point,New South Wales,Australia,151.21217,-33.8455,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,86889715,0.0,1,False,
17359216,Apartment,Private room,Real Bed,1,10,flexible,2019-03-08,1,1,1,4,1,60.0,0.0,20.0,10,2,24,Barcelona,Catalonia,Spain,2.14606,41.3708,334,10.0,10.0,10.0,10.0,10.0,10.0,100.0,7733967,100.0,1,False,
17367289,House,Private room,Real Bed,1,45,Strict_14,2019-03-07,2,1,1,57,1,35.0,100.0,10.0,20,1,45,Queens,New York,United States,-73.76032,40.59745,108,10.0,10.0,10.0,10.0,9.0,10.0,98.0,112910861,94.0,2,True,The Rockaways
17370308,Condominium,Entire home/apt,Real Bed,4,1124,Strict_14,2019-03-06,4,1,1,0,2,442.0,0.0,188.0,0,1,15,Kihei,Hawaii,United States,-156.44235,20.70952,174,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2154262,100.0,294,False,Kihei/Wailea
17397441,Apartment,Entire home/apt,Real Bed,2,90,flexible,2019-02-16,5,2,4,28,1,90.0,100.0,20.0,15,4,20,Porto,Grande Porto,Portugal,-8.61536,41.15516,337,10.0,10.0,10.0,10.0,10.0,10.0,94.0,114007040,100.0,1,False,
17398623,Apartment,Private room,Real Bed,2,1125,Strict_14,2019-03-08,2,1,1,74,1,30.0,0.0,94.0748,0,1,33,Barcelona,Catalonia,Spain,2.13445,41.36859,28,9.0,9.0,9.0,9.0,9.0,9.0,93.0,111771252,98.0,2,False,
17414683,Apartment,Entire home/apt,Real Bed,2,31,Strict_14,2019-02-16,3,1,2,3,1,70.0,0.0,94.0748,10,2,29,Porto,Grande Porto,Portugal,-8.6095,41.14386,323,9.0,10.0,10.0,10.0,9.0,8.0,87.0,117769117,100.0,9,False,
17416505,Apartment,Private room,Real Bed,3,7,moderate,2019-03-08,2,1,1,0,1,130.0,0.0,20.0,0,1,14,Barcelona,Catalonia,Spain,2.15993,41.37338,89,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,42193391,100.0,1,False,
